"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"374","Alex Galchenyuk","MIN, PIT","C","59","725.75","8","16","12","4","24","70.59","86","9.30","8.62","141","110","83","38","4","17","16","8","8","0","0","7","20","5","52","68","17","67","64","51.15"
"377","Matt Dumba","MIN","D","69","1552.4833333333","6","18","10","8","24","30.77","167","3.59","7.84","371","250","82","10","3","22","41","19","18","1","0","14","35","20","98","78","88","0","0","-"
"381","Brady Skjei","CAR, NYR","D","67","1386.2833333333","8","16","3","13","24","40.00","139","5.76","5.76","239","178","56","14","4","8","45","21","20","1","0","10","55","36","103","98","96","0","0","-"
"603","Ondrej Kase","ANA, BOS","R","55","909.85","7","17","11","6","24","61.54","144","4.86","10.98","250","198","119","46","8","10","14","7","7","0","0","21","30","41","13","64","17","6","23","20.69"
"826","Sean Walker","L.A","D","70","1318.5666666667","5","19","11","8","24","43.64","127","3.94","7.18","269","186","68","13","4","20","26","13","13","0","0","6","65","25","81","125","84","0","0","-"
"109","Pat Maroon","T.B","L","64","794.48333333333","9","14","6","8","23","56.10","80","11.25","9.74","124","107","87","45","2","15","71","20","13","5","2","16","17","14","104","77","13","6","3","66.67"
"130","Jake Muzzin","TOR","D","53","1144.5333333333","6","17","7","10","23","35.94","99","6.06","3.68","191","134","61","5","2","11","40","19","19","0","0","13","63","24","109","121","110","0","0","-"
"216","Sami Vatanen","N.J","D","47","1022.2666666667","5","18","5","13","23","46.00","95","5.26","4.44","200","132","42","5","1","7","22","10","10","0","0","7","24","14","50","51","80","0","0","-"
"265","Jeff Skinner","BUF","C, L","59","972.56666666667","14","9","6","3","23","53.49","183","7.65","16.5","291","234","189","80","9","23","18","9","9","0","0","21","24","28","29","34","11","32","54","37.21"
"314","Sean Kuraly","BOS","C","69","917.03333333333","6","17","9","8","23","69.70","95","6.32","7.25","166","135","75","28","6","9","34","13","12","0","1","13","27","28","145","82","31","254","267","48.75"
"401","Oskar Sundqvist","STL","C","57","819.68333333333","12","11","7","4","23","67.65","97","12.37","10.43","167","134","101","46","8","15","28","14","14","0","0","15","11","36","60","75","26","105","132","44.30"
"402","Esa Lindell","DAL","D","69","1615.2166666667","3","20","10","10","23","31.94","98","3.06","5.85","201","131","61","11","5","12","12","6","6","0","0","8","62","31","89","100","127","0","0","-"
"477","Miles Wood","N.J","L","68","899.86666666667","11","12","9","3","23","58.97","141","7.80","12.31","221","182","119","67","8","13","57","25","24","1","0","30","22","15","102","98","26","0","1","0.00"
"528","Conor Sheary","BUF, PIT","L","63","825.81666666667","10","13","8","5","23","58.97","102","9.80","9.59","168","140","108","38","6","8","10","5","5","0","0","9","18","19","28","54","26","1","3","25.00"
"553","Sonny Milano","ANA, CBJ","L","55","720.33333333333","7","16","9","7","23","82.14","75","9.33","6.17","108","90","59","23","2","2","26","13","13","0","0","16","30","22","26","85","13","0","0","-"
"576","Ryan Donato","MIN","C","62","659.36666666667","14","9","2","7","23","67.65","95","14.74","9.82","185","147","102","60","7","15","12","6","6","0","0","13","13","21","53","72","14","40","62","39.22"
"616","Colin White","OTT","C","61","958.11666666667","7","16","6","10","23","60.53","83","8.43","9.34","151","116","103","49","9","12","39","16","15","1","0","12","29","23","47","100","30","275","305","47.41"
"620","Vince Dunn","STL","D","71","1155.1666666667","9","14","9","5","23","34.85","138","6.52","6.47","268","173","88","18","3","9","27","12","11","1","0","11","31","13","50","96","47","0","0","-"
"734","Tyson Jost","COL","C","67","855.4","8","15","8","7","23","53.49","115","6.96","10.67","189","143","127","51","4","15","22","11","11","0","0","24","12","17","58","123","18","85","170","33.33"
"810","Filip Chytil","NYR","C","60","890.45","14","9","6","3","23","58.97","114","12.28","12.09","175","151","107","63","8","12","10","5","5","0","0","3","33","33","13","86","31","198","317","38.45"
"865","Blake Lizotte","L.A","C","65","907.4","6","17","10","7","23","76.67","87","6.90","9.35","158","122","91","51","7","13","20","10","10","0","0","19","21","22","42","106","22","312","310","50.16"
"868","Kirby Dach","CHI","C","64","913","8","15","6","9","23","53.49","101","7.92","11.18","162","136","98","63","4","10","24","12","12","0","0","14","16","38","33","191","23","75","147","33.78"
"869","Kaapo Kakko","NYR","R","66","942.4","10","13","9","4","23","51.11","109","9.17","8.89","196","140","107","42","8","10","14","7","7","0","0","16","21","35","20","69","11","2","4","33.33"
"873","Ilya Mikheyev","TOR","R","39","607.46666666667","8","15","8","7","23","74.19","98","8.16","9.45","173","146","81","39","5","14","4","2","2","0","0","5","14","24","26","26","13","3","1","75.00"
"3","Patrick Marleau","PIT, S.J","C, L","66","1028.0666666667","11","11","6","5","22","44.00","117","9.40","13.61","192","151","121","69","6","15","14","7","7","0","0","11","15","29","57","45","24","36","40","47.37"
"213","Richard Panik","WSH","R","59","668.86666666667","9","13","5","8","22","62.86","68","13.24","5.38","125","95","68","24","5","4","36","14","13","0","1","10","29","21","75","59","19","11","8","57.89"
"376","Hampus Lindholm","ANA","D","55","1268.7166666667","2","20","8","12","22","41.51","109","1.83","4.19","237","153","50","5","7","11","34","17","17","0","0","4","53","20","34","68","71","0","0","-"
"416","Teddy Blueger","PIT","C","69","1091","9","13","8","5","22","66.67","102","8.82","9.2","157","126","95","42","7","13","25","7","5","1","1","5","22","29","83","107","35","402","488","45.17"
"435","Vinnie Hinostroza","ARI","C, R","68","891.23333333333","5","17","5","12","22","66.67","132","3.79","8.6","209","162","103","35","10","12","14","7","7","0","0","16","20","30","51","94","26","26","35","42.62"
"515","Alexander Wennberg","CBJ","C","57","950.91666666667","5","17","7","10","22","57.89","72","6.94","6","111","94","65","28","1","6","16","8","8","0","0","14","25","20","21","64","31","309","363","45.98"
"537","Pierre-Edouard Bellemare","COL","C, L","69","925.98333333333","9","13","9","4","22","66.67","85","10.59","5.91","138","107","71","27","8","4","17","7","6","1","0","9","17","53","43","91","46","419","371","53.04"
"568","Marcus Pettersson","PIT","D","69","1338.6666666667","2","20","9","11","22","33.33","79","2.53","3.23","193","117","38","3","2","9","35","16","15","1","0","8","38","17","106","258","84","0","0","-"
"612","Noah Hanifin","CGY","D","70","1482","5","17","9","8","22","35.48","132","3.79","6.99","269","206","67","9","5","9","12","6","6","0","0","6","63","38","82","46","89","0","0","-"
"613","Rasmus Andersson","CGY","D","70","1395.5","5","17","8","9","22","34.92","124","4.03","5.69","218","166","54","7","3","12","57","15","11","1","3","18","39","19","51","65","83","0","0","-"
"687","Dominik Simon","PIT","C","64","922.06666666667","7","15","8","7","22","61.11","102","6.86","9.26","180","140","106","44","4","8","12","5","5","0","0","8","31","41","57","71","20","15","27","35.71"
"724","Sam Steel","ANA","C","65","1010.7","6","16","10","6","22","59.46","85","7.06","9.99","168","130","109","48","6","13","20","9","9","0","0","10","37","25","24","76","25","369","365","50.27"
"9","Mikko Koivu","MIN","C","55","856.35","4","17","10","7","21","47.73","74","5.41","7.75","114","97","66","38","2","11","28","14","14","0","0","6","13","29","25","27","33","431","380","53.14"
"11","Valtteri Filppula","DET","C","70","1162.8666666667","6","15","8","7","21","58.33","63","9.52","7.61","104","86","76","39","3","5","24","12","12","0","0","12","43","17","28","42","31","324","398","44.88"
"29","Corey Perry","DAL","R","57","782.26666666667","5","16","8","8","21","52.50","77","6.49","10.97","159","116","112","54","2","10","70","24","20","2","2","17","26","17","60","46","33","4","6","40.00"
"148","Tyler Myers","VAN","D","68","1462.5166666667","6","15","12","3","21","30.43","134","4.48","6.16","263","185","70","16","3","15","49","23","22","1","0","12","41","42","99","79","108","0","0","-"
"203","Nick Leddy","NYI","D","60","1266.7333333333","3","18","9","9","21","38.18","72","4.17","4.09","180","118","49","10","2","13","14","7","7","0","0","4","52","17","62","69","72","0","0","-"
"226","Ben Chiarot","MTL","D","69","1596.2166666667","9","12","7","5","21","31.34","130","6.92","5.46","294","186","81","12","2","8","61","25","23","1","1","6","86","18","152","141","128","0","0","-"
"306","Josh Archibald","EDM","R","62","820.35","12","9","8","1","21","75.00","64","18.75","8.17","119","97","68","29","1","1","12","6","6","0","0","9","11","24","165","86","44","0","2","0.00"
"338","Matt Nieto","COL","L","70","945.23333333333","8","13","8","5","21","56.76","85","9.41","8.19","141","115","93","41","3","5","6","3","3","0","0","7","17","19","37","89","23","2","3","40.00"
"398","Matt Grzelcyk","BOS","D","68","1227.9833333333","4","17","9","8","21","36.84","112","3.57","4.88","209","150","52","7","4","8","34","17","17","0","0","6","39","22","56","108","67","0","0","-"
"458","Andreas Johnsson","TOR","L","43","677.45","8","13","7","6","21","48.84","78","10.26","8.6","127","99","84","41","6","6","14","7","7","0","0","11","20","13","43","52","21","0","2","0.00"
"462","Will Butcher","N.J","D","56","1003.3666666667","4","17","7","10","21","44.68","62","6.45","3.25","148","104","40","7","1","10","6","3","3","0","0","4","27","10","31","54","75","0","0","-"
"472","Mattias Janmark","DAL","C","62","906.43333333333","6","15","7","8","21","58.33","87","6.90","8.5","152","119","79","31","6","9","12","6","6","0","0","11","31","27","22","63","37","30","39","43.48"
"484","Jason Dickinson","DAL","C","65","972.9","9","12","7","5","21","60.00","85","10.59","8.19","143","113","88","42","3","10","6","3","3","0","0","10","29","47","89","94","55","196","251","43.85"
"548","Nick Ritchie","ANA, BOS","L","48","679.71666666667","9","12","8","4","21","65.63","78","11.54","10.64","138","119","90","55","3","10","97","27","21","1","5","2","20","11","102","47","17","1","7","12.50"
"642","Ethan Bear","EDM","D","71","1559.7","5","16","7","9","21","27.63","99","5.05","3.58","181","125","40","4","4","11","33","15","14","1","0","12","84","44","59","97","106","0","0","-"
"836","Joel Farabee","PHI","L","52","733.48333333333","8","13","7","6","21","53.85","81","9.88","10.08","142","118","101","52","6","8","39","11","7","3","1","8","26","20","31","81","18","3","7","30.00"
"870","Jack Hughes","N.J","C","61","967.78333333333","7","14","9","5","21","50.00","123","5.69","13.22","208","164","131","64","9","13","10","5","5","0","0","16","53","42","12","78","21","167","295","36.15"
"84","Milan Lucic","CGY","L","68","906.61666666667","8","12","6","6","20","45.45","83","9.64","9.72","144","110","94","43","3","13","54","17","12","4","1","14","42","19","198","87","20","20","26","43.48"
"96","Artem Anisimov","OTT","C","49","678.58333333333","15","5","4","1","20","76.92","87","17.24","11.07","177","135","106","57","8","23","8","4","4","0","0","5","16","19","6","43","25","185","185","50.00"
"237","Christopher Tanev","VAN","D","69","1347.6666666667","2","18","9","9","20","32.79","45","4.44","2.22","98","68","26","5","5","3","41","15","13","1","1","9","45","20","32","140","159","0","0","-"
"253","Tyler Pitlick","PHI","C","63","759.11666666667","8","12","10","2","20","55.56","76","10.53","7.16","127","102","65","34","7","10","12","6","6","0","0","11","15","28","132","110","42","5","13","27.78"
"337","Joel Edmundson","CAR","D","68","1253.85","7","13","5","8","20","39.22","97","7.22","4.59","179","128","49","14","6","18","72","29","26","2","1","16","45","23","118","74","91","0","0","-"
"387","Mike Matheson","FLA","D","59","1062.6","8","12","4","8","20","37.74","104","7.69","4.89","216","149","47","11","3","15","14","7","7","0","0","7","54","41","44","78","53","0","0","-"
"397","Radek Faksa","DAL","C","66","1048.8166666667","11","9","6","3","20","50.00","109","10.09","13.91","197","156","133","82","5","25","42","19","19","0","0","9","27","34","84","100","44","404","406","49.88"
"409","Jimmy Vesey","BUF","L","64","883.41666666667","9","11","4","7","20","50.00","93","9.68","9.99","163","137","106","56","5","10","15","6","5","1","0","10","16","26","43","42","20","0","5","0.00"
"454","Michael Raffl","PHI","L","58","717.3","8","12","9","3","20","71.43","66","12.12","6.97","93","82","66","32","5","4","14","7","7","0","0","10","23","19","73","76","25","99","98","50.25"
"478","Nick Paul","OTT","L","56","808.75","9","11","6","5","20","64.52","103","8.74","10.16","184","144","107","48","3","20","24","9","7","2","0","15","19","27","122","51","39","191","182","51.21"
"485","Ryan Hartman","MIN","R","69","845.63333333333","9","11","7","4","20","52.63","114","7.89","9.4","189","148","99","42","5","18","69","26","22","3","1","23","14","34","44","51","54","83","69","54.61"
"821","Emil Bemstrom","CBJ","C","56","687.05","10","10","8","2","20","68.97","97","10.31","7.62","149","122","79","27","3","4","8","4","4","0","0","3","16","10","52","71","17","4","9","30.77"
"73","Anton Stralman","FLA","D","69","1453.5166666667","5","14","6","8","19","29.23","89","5.62","3.71","168","118","48","10","1","4","14","7","7","0","0","6","48","40","68","89","96","0","0","-"
"81","Kyle Okposo","BUF","R","52","668.06666666667","9","10","9","1","19","79.17","82","10.98","7.2","133","112","76","32","9","8","28","10","9","0","1","10","13","15","55","53","15","38","33","53.52"
"107","Justin Braun","PHI","D","62","1070.6833333333","3","16","7","9","19","44.19","70","4.29","2.25","147","96","25","2","3","9","18","9","9","0","0","3","31","10","91","87","84","0","0","-"
"167","TJ Brodie","CGY","D","64","1309.3166666667","4","15","4","11","19","31.67","65","6.15","2.83","165","97","30","4","4","7","36","18","18","0","0","9","52","34","20","88","87","0","0","-"
"326","Josh Leivo","VAN","L","36","540.41666666667","7","12","6","6","19","55.88","69","10.14","7.25","144","105","92","34","2","11","4","2","2","0","0","10","15","11","17","28","8","10","7","58.82"
"360","Connor Murphy","CHI","D","58","1232.5333333333","5","14","8","6","19","33.93","117","4.27","4.44","236","151","53","9","4","10","27","12","11","1","0","14","44","17","128","156","138","0","0","-"
"368","Brad Hunt","MIN","D","59","893.1","8","11","7","4","19","42.22","106","7.55","4.66","183","138","39","6","5","11","6","3","3","0","0","1","14","15","12","32","39","0","0","-"
"388","Zemgus Girgensons","BUF","C","69","951.76666666667","12","7","4","3","19","67.86","85","14.12","10.09","144","113","91","48","4","8","10","5","5","0","0","6","11","13","110","71","20","30","43","41.10"
"452","Carter Rowney","ANA","C, R","71","910.18333333333","8","11","10","1","19","59.38","63","12.70","7.31","114","95","75","35","6","6","14","7","7","0","0","9","26","24","189","66","42","47","56","45.63"
"498","William Carrier","VGK","L","71","700.93333333333","7","12","11","1","19","61.29","99","7.07","9.16","158","131","103","61","3","12","39","18","17","1","0","11","8","22","213","129","11","9","5","64.29"
"597","Anders Bjork","BOS","L","58","749.98333333333","9","10","5","5","19","67.86","66","13.64","6.15","134","102","83","29","3","9","10","5","5","0","0","7","14","21","43","89","21","2","4","33.33"
"637","Brandon Carlo","BOS","D","67","1371.9833333333","4","15","5","10","19","36.54","111","3.60","4.26","180","141","35","5","11","10","33","11","9","1","1","9","32","31","126","150","76","0","0","-"
"725","Brett Howden","NYR","C","70","919.98333333333","9","10","6","4","19","55.88","64","14.06","7.72","98","81","65","45","3","7","28","14","14","0","0","11","25","25","69","69","67","251","270","48.18"
"114","P.K. Subban","N.J","D","68","1504.4166666667","7","11","4","7","18","32.73","151","4.64","6.24","292","209","59","3","6","17","79","30","27","1","2","13","65","19","88","72","90","0","0","-"
"172","Mark Borowiecki","OTT","D","53","950.78333333333","7","11","0","11","18","43.90","63","11.11","2.18","117","89","35","5","8","10","58","18","14","2","2","7","30","10","199","84","120","0","0","-"
"241","Justin Holl","TOR","D","68","1258.6166666667","2","16","6","10","18","30.51","89","2.25","4.52","185","125","49","13","6","13","43","20","19","1","0","5","59","21","89","128","83","0","0","-"
"244","Johan Larsson","BUF","C, L","62","923.73333333333","6","12","8","4","18","50.00","60","10.00","6.5","99","83","63","38","1","5","24","12","12","0","0","7","23","24","85","112","31","322","346","48.20"
"273","Mark Pysyk","FLA","D","58","739.58333333333","9","9","5","4","18","56.25","65","13.85","4.91","105","78","53","28","8","6","20","10","10","0","0","5","15","26","47","42","38","3","3","50.00"
"283","Marcus Sorensen","S.J","L","66","913.73333333333","7","11","8","3","18","66.67","78","8.97","10.15","124","101","97","50","4","16","26","9","8","0","1","15","18","28","56","62","18","3","17","15.00"
"429","Cedric Paquette","T.B","C","61","796.26666666667","7","11","6","5","18","66.67","78","8.97","9.63","136","109","106","41","5","7","42","13","11","0","2","11","9","17","175","55","49","316","305","50.89"
"460","MacKenzie Weegar","FLA","D","45","905.25","7","11","5","6","18","40.00","77","9.09","4.56","132","98","38","8","1","9","33","12","9","3","0","9","38","25","76","69","71","0","0","-"
"501","Brett Pesce","CAR","D","61","1334.8","4","14","8","6","18","30.51","104","3.85","5","222","152","59","14","5","12","27","11","10","1","0","7","39","42","22","80","91","0","0","-"
"565","Brendan Lemieux","NYR","L","59","759.35","6","12","8","4","18","60.00","86","6.98","9.89","169","129","95","55","3","8","111","28","18","5","5","32","30","15","164","83","52","18","31","36.73"
"575","Brandon Montour","BUF","D","54","1052.9166666667","5","13","6","7","18","34.62","86","5.81","4.49","153","119","41","6","1","7","28","14","14","0","0","6","27","12","60","68","53","0","0","-"
"594","Oskar Lindblom","PHI","L","30","528.25","11","7","7","0","18","56.25","73","15.07","6.79","125","96","72","34","2","6","4","2","2","0","0","6","13","15","31","46","16","13","19","40.63"
"693","Vladislav Gavrikov","CBJ","D","69","1309.5666666667","5","13","4","9","18","36.73","81","6.17","4.23","159","108","46","13","4","3","18","9","9","0","0","6","33","16","79","87","92","0","0","-"
"697","Matt Roy","L.A","D","70","1267.9833333333","4","14","6","8","18","30.51","112","3.57","3.45","242","165","45","9","3","15","10","5","5","0","0","4","43","7","132","132","100","0","0","-"
"760","Michal Kempny","WSH","D","58","1080.8","3","15","8","7","18","29.51","73","4.11","3.03","170","109","43","6","4","12","22","11","11","0","0","4","35","13","42","79","72","0","0","-"
"16","Alexander Steen","STL","L","55","771.86666666667","7","10","6","4","17","48.57","71","9.86","7","115","87","70","32","0","12","12","6","6","0","0","10","12","16","26","51","47","8","7","53.33"
"118","Brandon Sutter","VAN","C","44","653.38333333333","8","9","6","3","17","68.00","76","10.53","6.36","112","98","63","28","5","7","25","7","5","1","1","12","9","15","18","26","15","185","193","48.94"
"189","Kyle Clifford","L.A, TOR","L","69","772.2","7","10","7","3","17","62.96","110","6.36","10.19","188","158","97","51","6","16","68","20","13","6","1","16","17","11","133","105","15","6","4","60.00"
"386","Olli Maatta","CHI","D","65","1197.3","4","13","6","7","17","30.91","80","5.00","3.01","169","106","40","4","2","13","20","10","10","0","0","5","57","22","119","165","110","0","0","-"
"418","Brock McGinn","CAR","L","68","897.73333333333","7","10","7","3","17","60.71","93","7.53","8.97","158","127","98","50","7","8","17","7","6","1","0","9","10","19","80","81","28","15","24","38.46"
"496","Madison Bowey","DET","D","53","949.11666666667","3","14","6","8","17","44.74","70","4.29","3.42","133","100","36","5","0","7","34","17","17","0","0","4","45","14","53","67","58","0","0","-"
"555","Alex Tuch","VGK","R","42","614.06666666667","8","9","6","3","17","65.38","99","8.08","9.16","170","140","110","43","5","9","8","4","4","0","0","14","27","27","58","44","20","8","20","28.57"
"756","Troy Stecher","VAN","D","69","1058.9833333333","5","12","3","9","17","36.96","86","5.81","2.79","177","120","42","4","7","14","32","12","11","0","1","14","25","16","69","118","70","0","0","-"
"45","Blake Comeau","DAL","L","55","821.7","8","8","3","5","16","80.00","74","10.81","6.83","121","91","70","35","7","12","36","18","18","0","0","13","27","21","107","41","24","42","54","43.75"
"70","Darren Helm","DET","C, L","68","933.86666666667","9","7","3","4","16","72.73","102","8.82","8.44","154","124","83","32","10","11","37","13","11","1","1","11","30","24","88","65","26","15","13","53.57"
"80","Erik Johnson","COL","D","59","1241.75","3","13","6","7","16","30.19","99","3.03","6.47","203","139","51","9","8","11","20","10","10","0","0","2","27","32","97","72","115","0","0","-"
"119","Colton Sceviour","FLA","C","69","912.46666666667","6","10","7","3","16","55.17","114","5.26","8.5","171","150","88","35","5","22","6","3","3","0","0","6","35","26","91","80","72","65","83","43.92"
"131","Alec Martinez","L.A, VGK","D","51","1096.9","3","13","4","9","16","30.19","75","4.00","3.22","176","110","44","9","3","13","23","10","9","1","0","9","32","14","43","75","117","0","0","-"
"254","Justin Faulk","STL","D","69","1419.1","5","11","6","5","16","27.12","147","3.40","7.28","262","187","74","13","4","13","32","16","16","0","0","3","39","24","82","61","76","0","0","-"
"328","Mike Reilly","MTL, OTT","D","44","792.88333333333","1","15","5","10","16","38.10","85","1.18","3.62","190","132","42","8","1","12","24","12","12","0","0","7","39","9","39","68","46","0","0","-"
"439","Ben Hutton","L.A","D","65","1186.9833333333","4","12","5","7","16","34.04","114","3.51","3.9","224","153","58","12","6","17","14","7","7","0","0","3","41","12","51","84","76","0","0","-"
"463","Tucker Poolman","WPG","D","57","994.55","4","12","4","8","16","32.00","64","6.25","3.07","149","104","34","5","1","3","24","8","7","0","1","6","46","14","58","79","59","0","0","-"
"535","Garnet Hathaway","WSH","R","66","711.31666666667","9","7","5","2","16","66.67","80","11.25","10.03","139","108","97","58","4","15","79","24","17","5","2","35","16","21","189","93","46","9","20","31.03"
"582","Michael Amadio","L.A","C","68","885.4","6","10","4","6","16","43.24","99","6.06","11.51","164","122","88","48","6","13","10","5","5","0","0","7","25","31","21","69","22","232","248","48.33"
"702","Philippe Myers","PHI","D","50","855.35","4","12","6","6","16","32.00","78","5.13","2.85","178","115","40","9","0","6","30","14","14","0","0","6","32","21","80","80","44","0","0","-"
"721","Dillon Dube","CGY","C","45","570.61666666667","6","10","5","5","16","59.26","60","10.00","5.98","109","81","64","33","1","3","6","3","3","0","0","8","16","17","59","62","13","0","2","0.00"
"812","David Kampf","CHI","C","70","956.68333333333","8","8","6","2","16","69.57","90","8.89","11","140","118","94","50","9","15","8","4","4","0","0","11","17","37","52","118","26","313","285","52.34"
"28","Brian Boyle","FLA","C","39","482.63333333333","6","9","4","5","15","71.43","56","10.71","5.56","100","84","63","29","2","4","17","7","6","1","0","3","13","16","65","21","34","197","179","52.39"
"35","Nate Thompson","MTL, PHI","C","70","895.26666666667","4","11","7","4","15","55.56","67","5.97","7.03","115","89","66","44","7","11","30","12","10","2","0","4","33","25","118","83","50","433","354","55.02"
"63","Marc-Edouard Vlasic","S.J","D","70","1420.6333333333","5","10","5","5","15","29.41","74","6.76","2.97","200","129","50","8","4","7","10","4","4","0","0","3","40","18","37","56","97","0","0","-"
"72","Ryan Reaves","VGK","R","71","720.11666666667","8","7","4","3","15","57.69","61","13.11","7.55","99","83","78","39","4","16","47","17","14","3","0","15","7","17","316","87","24","24","28","46.15"
"98","Mathieu Perreault","WPG","C, L","49","642.25","7","8","2","6","15","60.00","71","9.86","6.64","119","96","74","34","4","11","10","5","5","0","0","6","11","17","69","18","19","13","6","68.42"
"152","Michael Del Zotto","ANA","D","49","916.91666666667","2","13","5","8","15","32.61","57","3.51","2.84","125","89","36","4","3","7","14","7","7","0","0","9","33","9","101","44","55","0","0","-"
"222","Cody Eakin","VGK, WPG","C","49","714.25","5","10","6","4","15","65.22","61","8.20","6.74","98","84","64","31","4","8","16","8","8","0","0","14","21","23","49","60","16","311","330","48.52"
"230","Nic Dowd","WSH","C","56","606.86666666667","7","8","2","6","15","60.00","52","13.46","5.18","80","71","43","16","1","5","28","10","9","0","1","5","7","22","117","70","26","274","277","49.73"
"235","Radko Gudas","WSH","D","63","1053.4833333333","2","13","3","10","15","27.78","90","2.22","2.48","189","126","22","2","7","6","40","17","15","2","0","10","34","23","164","81","75","0","0","-"
"247","Jordan Weal","MTL","C","49","667.05","8","7","2","5","15","60.00","86","9.30","8.53","137","108","94","47","1","11","14","6","6","0","0","5","12","22","32","45","21","96","97","49.74"
"263","Riley Sheahan","EDM","C","66","844.33333333333","8","7","5","2","15","62.50","70","11.43","8.59","109","93","67","36","7","4","6","3","3","0","0","9","25","36","26","59","33","409","425","49.04"
"415","Colton Sissons","NSH","C","57","816.86666666667","9","6","5","1","15","51.72","52","17.31","5.25","92","80","53","28","1","4","20","10","10","0","0","4","25","14","84","39","41","283","269","51.27"
"504","Jonathan Drouin","MTL","L","27","423.93333333333","7","8","5","3","15","78.95","52","13.46","4.46","84","70","44","15","1","4","14","7","7","0","0","6","11","12","25","13","5","4","8","33.33"
"530","Ryan Carpenter","CHI","C","69","971.06666666667","3","12","7","5","15","53.57","80","3.75","9.04","127","111","87","58","2","7","28","10","9","0","1","12","29","30","117","85","48","263","347","43.11"
"538","Tomas Nosek","VGK","L","67","777.58333333333","8","7","2","5","15","57.69","93","8.60","10.2","154","121","104","61","5","14","20","9","9","0","0","9","16","22","91","108","38","217","216","50.12"
"573","Nicolas Aube-Kubel","PHI","R","36","406.43333333333","7","8","6","2","15","68.18","48","14.58","5.22","88","68","45","26","3","6","19","8","7","1","0","11","9","13","82","47","16","1","2","33.33"
"602","Pierre Engvall","TOR","L","48","572.81666666667","8","7","6","1","15","65.22","72","11.11","7.97","135","105","81","34","4","6","6","3","3","0","0","7","23","15","29","45","10","41","64","39.05"
"690","Troy Terry","ANA","C, R","47","682.36666666667","4","11","9","2","15","62.50","73","5.48","7.22","140","105","95","35","3","10","6","3","3","0","0","14","19","31","3","53","9","3","5","37.50"
"758","Drake Caggiula","CHI","C","40","472.61666666667","9","6","5","1","15","60.00","56","16.07","6.05","85","74","60","39","3","5","32","13","11","2","0","12","5","19","81","41","16","4","10","28.57"
"800","Henri Jokiharju","BUF","D","69","1187.9666666667","4","11","6","5","15","33.33","78","5.13","2.47","151","101","26","0","4","7","32","16","16","0","0","2","30","7","74","73","63","0","0","-"
"841","Filip Zadina","DET","R","28","424.85","8","7","4","3","15","71.43","60","13.33","5.52","107","81","61","17","5","7","2","1","1","0","0","3","17","12","11","19","10","1","0","100.00"
"1","Zdeno Chara","BOS","D","68","1428.7333333333","5","9","2","7","14","21.54","86","5.81","3.01","156","117","30","3","2","7","60","23","19","4","0","14","52","26","78","67","101","0","0","-"
"60","Andrew Cogliano","DAL","C","68","848.1","3","11","9","2","14","66.67","68","4.41","6.48","105","88","62","33","3","5","30","15","15","0","0","11","20","24","86","44","31","17","20","45.95"
"75","Andy Greene","N.J, NYI","D","63","1231.4166666667","2","12","5","7","14","31.82","60","3.33","2.63","124","90","30","8","1","6","16","8","8","0","0","5","41","16","30","74","155","0","0","-"
"83","Leo Komarov","NYI","C, R","48","604.63333333333","4","10","4","6","14","63.64","46","8.70","5.28","65","55","42","27","1","6","10","4","4","0","0","6","16","13","123","43","29","34","52","39.53"
"95","Michael Frolik","BUF, CGY","R","57","709","6","8","4","4","14","93.33","70","8.57","5.81","135","98","64","25","6","3","28","14","14","0","0","8","28","32","32","71","22","6","15","28.57"
"115","Riley Nash","CBJ","C","64","757.98333333333","5","9","6","3","14","56.00","64","7.81","5.15","94","74","60","27","3","12","10","5","5","0","0","3","10","25","68","85","36","245","267","47.85"
"135","Nick Holden","VGK","D","61","1150.3166666667","6","8","2","6","14","30.43","101","5.94","3.64","204","140","43","6","4","6","13","5","4","1","0","5","35","26","129","123","74","0","0","-"
"219","Casey Cizikas","NYI","C","48","686.1","10","4","3","1","14","58.33","67","14.93","7.5","114","88","80","47","8","6","41","16","13","3","0","10","28","38","133","75","39","368","320","53.49"
"233","Brenden Dillon","S.J, WSH","D","69","1342.6","1","13","6","7","14","26.42","58","1.72","3.25","143","85","40","7","6","9","104","38","32","4","2","17","26","16","194","99","74","0","0","-"
"261","Austin Watson","NSH","L","53","615.86666666667","6","8","4","4","14","58.33","50","12.00","5.12","89","75","44","23","4","1","65","18","10","7","1","13","20","18","131","41","48","6","6","50.00"
"420","Nikolai Prokhorkin","L.A","L","43","519.95","4","10","8","2","14","93.33","63","6.35","5.76","113","81","61","23","2","13","6","3","3","0","0","5","14","19","38","30","7","101","111","47.64"
"466","Carson Soucy","MIN","D","55","859.58333333333","7","7","6","1","14","35.00","61","11.48","2.58","112","85","34","9","1","6","18","9","9","0","0","10","16","17","69","59","50","0","0","-"
