"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"281","Jani Hakanpaa","ANA","D","5","90.6","1","0","0","0","1","50.00","4","25.00","0.22","13","8","4","0","0","2","2","1","1","0","0","0","1","0","15","8","7","0","0","-"
"296","Ben Street","N.J","C","3","24.383333333333","0","1","0","1","1","100.00","4","0.00","0.17","6","4","2","1","1","0","0","0","0","0","0","0","0","0","3","2","0","5","6","45.45"
"298","Cory Conacher","T.B","C","4","44.35","0","1","0","1","1","100.00","5","0.00","0.58","11","8","6","3","0","0","4","2","2","0","0","1","1","5","3","3","1","0","0","-"
"313","Nick Seeler","CHI, MIN","D","12","143.13333333333","0","1","0","1","1","50.00","5","0.00","0.32","17","11","6","2","0","1","15","6","5","1","0","4","7","1","19","18","21","0","0","-"
"317","T.J. Tynan","COL","C","16","135.58333333333","0","1","1","0","1","33.33","7","0.00","0.49","13","10","7","4","1","1","2","1","1","0","0","1","0","5","7","14","3","3","15","16.67"
"323","Andy Andreoff","PHI","C","14","119.46666666667","0","1","1","0","1","33.33","14","0.00","1.15","19","17","11","7","1","1","2","1","1","0","0","0","0","1","20","12","4","4","4","50.00"
"325","Alan Quine","CGY","C","9","88.25","1","0","0","0","1","100.00","12","8.33","1.03","18","14","11","6","2","0","4","2","2","0","0","0","1","2","6","3","2","1","0","100.00"
"340","Miikka Salomaki","NSH","R","5","60.733333333333","1","0","0","0","1","50.00","2","50.00","0.11","5","3","2","0","0","0","4","2","2","0","0","2","3","1","9","6","3","0","0","-"
"378","Pontus Aberg","TOR","L","5","43.516666666667","0","1","0","1","1","100.00","4","0.00","0.2","5","4","4","2","1","1","0","0","0","0","0","0","2","1","1","3","1","0","0","-"
"380","Brendan Gaunce","BOS","C","1","9.1666666666667","0","1","1","0","1","100.00","0","-","0.08","1","1","0","0","0","0","2","1","1","0","0","0","0","0","2","2","0","0","1","0.00"
"426","Gemel Smith","T.B","C","3","27.516666666667","1","0","0","0","1","100.00","1","100.00","0.28","1","1","1","1","0","0","4","2","2","0","0","1","0","1","1","1","2","13","7","65.00"
"432","Paul LaDue","L.A","D","2","25.6","0","1","0","1","1","inf","2","0.00","0.03","6","3","2","0","0","0","0","0","0","0","0","0","1","1","2","4","3","0","0","-"
"448","Buddy Robinson","CGY","R","5","61.183333333333","1","0","0","0","1","100.00","6","16.67","0.73","14","9","11","6","1","3","7","2","1","1","0","1","1","2","14","8","5","0","0","-"
"467","Jonny Brodzinski","S.J","C","3","22.2","0","1","1","0","1","50.00","5","0.00","0.49","6","5","3","3","0","0","0","0","0","0","0","0","0","0","3","2","0","0","1","0.00"
"476","Peter Cehlarik","BOS","L","3","33.8","0","1","1","0","1","100.00","0","-","0.04","2","1","1","0","0","0","2","1","1","0","0","0","1","3","2","5","2","1","1","50.00"
"494","Carl Dahlstrom","WPG","D","15","221.46666666667","0","1","0","1","1","33.33","9","0.00","0.39","31","14","10","2","1","1","6","3","3","0","0","1","14","4","5","16","13","0","0","-"
"524","Colby Cave","EDM","C","11","106.06666666667","1","0","0","0","1","100.00","5","20.00","0.43","12","8","7","3","0","0","4","2","2","0","0","1","1","3","17","9","3","36","41","46.75"
"533","Patrick Brown","VGK","C","1","10.066666666667","1","0","0","0","1","100.00","2","50.00","0.38","3","2","1","1","0","0","0","0","0","0","0","0","1","0","6","3","0","0","0","-"
"534","Daniel Carr","NSH","L","11","113.7","1","0","0","0","1","25.00","14","7.14","1.07","22","19","12","7","0","0","4","2","2","0","0","4","1","8","10","15","2","0","1","0.00"
"572","Ryan MacInnis","CBJ","C","10","93.516666666667","0","1","0","1","1","50.00","13","0.00","0.85","15","14","8","2","1","2","0","0","0","0","0","1","2","3","8","11","3","10","17","37.04"
"574","Maxim Letunov","S.J","C","3","27.233333333333","1","0","0","0","1","100.00","3","33.33","0.46","4","4","3","2","0","0","0","0","0","0","0","0","1","2","0","1","1","3","3","50.00"
"581","Mark Friedman","PHI","D","6","81.533333333333","0","1","1","0","1","50.00","2","0.00","0.03","6","2","0","0","0","0","2","1","1","0","0","3","0","1","8","14","5","0","0","-"
"592","Clark Bishop","CAR","C","5","38.25","0","1","1","0","1","100.00","4","0.00","0.39","6","5","5","3","0","1","4","2","2","0","0","0","1","1","5","4","0","13","21","38.24"
"595","Anton Lindholm","COL","D","4","47.116666666667","0","1","0","1","1","33.33","1","0.00","0.02","4","2","0","0","0","0","0","0","0","0","0","0","0","0","5","2","5","0","0","-"
"596","Anthony Angello","PIT","C","8","45.75","1","0","0","0","1","50.00","5","20.00","0.27","7","6","3","1","0","0","4","2","2","0","0","1","0","1","13","11","5","0","1","0.00"
"634","David Kase","PHI","R","6","58.666666666667","1","0","0","0","1","50.00","5","20.00","0.4","10","8","6","3","0","0","0","0","0","0","0","1","1","2","4","7","1","1","0","100.00"
"654","Kyle Capobianco","ARI","D","9","132.86666666667","1","0","0","0","1","25.00","10","10.00","0.28","19","11","5","1","0","4","2","1","1","0","0","1","4","1","14","8","10","0","0","-"
"676","J.C. Beaudin","OTT","C","22","189.81666666667","0","1","0","1","1","20.00","18","0.00","1.4","28","24","17","9","2","4","7","2","1","1","0","2","2","1","51","21","11","62","56","52.54"
"677","Lukas Vejdemo","MTL","C","7","56.15","1","0","0","0","1","50.00","7","14.29","0.76","10","8","9","2","0","0","0","0","0","0","0","1","2","2","8","6","3","1","4","20.00"
"686","Niko Mikkola","STL","D","5","71.816666666667","0","1","0","1","1","25.00","10","0.00","0.14","13","11","4","0","1","1","0","0","0","0","0","2","1","0","5","9","3","0","0","-"
"700","Mason Marchment","TOR","L","4","32.333333333333","0","1","1","0","1","100.00","3","0.00","0.43","6","5","3","2","0","0","0","0","0","0","0","1","1","1","3","10","0","1","0","100.00"
"722","Tyler Benson","EDM","L","7","72.65","0","1","1","0","1","20.00","5","0.00","0.72","13","7","6","3","0","0","0","0","0","0","0","0","3","2","3","3","1","1","0","100.00"
"727","Carsen Twarynski","PHI","L","15","160.15","1","0","0","0","1","50.00","14","7.14","0.78","18","16","11","6","0","1","4","2","2","0","0","1","0","6","40","22","8","0","2","0.00"
"729","Tim Gettinger","NYR","L","2","16.766666666667","0","1","0","1","1","100.00","3","0.00","0.47","5","4","4","2","0","1","0","0","0","0","0","0","0","0","5","1","1","0","2","0.00"
"750","Vitaly Abramov","OTT","R","2","11.566666666667","1","0","0","0","1","100.00","3","33.33","0.14","4","3","1","1","0","0","2","1","1","0","0","0","1","0","0","0","0","0","0","-"
"761","Egor Korshkov","TOR","R","1","10.133333333333","1","0","0","0","1","100.00","1","100.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","-"
"763","Lucas Carlsson","CHI","D","6","84.833333333333","0","1","0","1","1","16.67","3","0.00","0.28","9","8","4","0","0","0","0","0","0","0","0","0","0","1","11","9","6","0","0","-"
"771","Mathieu Olivier","NSH","R","8","60.366666666667","0","1","1","0","1","50.00","6","0.00","0.42","9","8","4","2","1","1","4","2","2","0","0","0","3","0","17","8","1","0","0","-"
"774","Gage Quinney","VGK","C","3","29.133333333333","0","1","1","0","1","50.00","2","0.00","0.43","4","4","3","2","0","1","0","0","0","0","0","2","0","0","2","6","0","8","9","47.06"
"782","Cale Fleury","MTL","D","41","588.41666666667","1","0","0","0","1","6.25","45","2.22","1.38","104","67","21","3","2","5","6","3","3","0","0","1","31","5","102","83","45","0","0","-"
"786","Mikey Anderson","L.A","D","6","108.86666666667","1","0","0","0","1","16.67","9","11.11","0.19","16","10","4","0","0","0","0","0","0","0","0","0","2","0","10","7","10","0","0","-"
"791","Klim Kostin","STL","C","4","34.15","1","0","0","0","1","100.00","5","20.00","0.53","7","6","5","3","1","0","0","0","0","0","0","0","1","0","6","1","0","0","0","-"
"795","Jack Studnicka","BOS","C","2","24.25","0","1","1","0","1","50.00","3","0.00","0.29","4","4","3","3","0","1","2","1","1","0","0","1","3","0","2","3","0","9","6","60.00"
"797","Jason Robertson","DAL","L","3","36.966666666667","0","1","0","1","1","25.00","4","0.00","0.17","6","4","1","1","0","0","0","0","0","0","0","0","0","1","1","6","0","0","0","-"
"803","Timothy Liljegren","TOR","D","11","113.23333333333","0","1","0","1","1","33.33","2","0.00","0.1","9","4","3","0","0","0","2","1","1","0","0","0","6","0","8","22","10","0","0","-"
"807","Lias Andersson","NYR","C","17","162.25","0","1","0","1","1","33.33","13","0.00","0.71","14","14","8","3","1","0","4","2","2","0","0","0","4","8","20","18","8","41","47","46.59"
"818","Gustav Lindstrom","DET","D","16","264.61666666667","0","1","1","0","1","25.00","9","0.00","0.38","25","16","8","0","0","0","14","7","7","0","0","1","7","3","19","19","15","0","0","-"
"819","Eetu Luostarinen","CAR","C","8","79.85","0","1","1","0","1","100.00","9","0.00","0.55","12","11","9","1","0","0","0","0","0","0","0","3","1","2","9","15","2","33","30","52.38"
"820","Alexander Volkov","T.B","R","9","92.35","0","1","1","0","1","100.00","7","0.00","0.54","13","11","9","2","1","1","6","3","3","0","0","2","2","4","10","15","2","1","3","25.00"
"823","Jonathan Davidsson","OTT","R","6","33.133333333333","0","1","1","0","1","100.00","3","0.00","0.14","6","5","2","0","0","1","0","0","0","0","0","0","0","0","5","5","1","0","0","-"
"829","Zach Whitecloud","VGK","D","16","229.01666666667","0","1","0","1","1","12.50","9","0.00","0.51","29","19","5","0","1","1","4","1","1","0","0","0","1","8","10","47","16","0","0","-"
"830","Kiefer Sherwood","ANA","R","10","133.26666666667","0","1","1","0","1","50.00","17","0.00","1.28","33","25","17","2","0","1","6","3","3","0","0","2","7","4","24","11","4","3","1","75.00"
"832","Joel L'Esperance","DAL","R","3","22.033333333333","1","0","0","0","1","100.00","2","50.00","0.2","4","4","3","1","1","0","2","1","1","0","0","0","2","1","1","0","1","0","1","0.00"
"835","Martin Fehervary","WSH","D","6","95.85","0","1","0","1","1","16.67","7","0.00","0.2","16","10","4","0","1","1","6","3","3","0","0","0","2","2","14","15","2","0","0","-"
"847","Liam Foudy","CBJ","C","2","28.433333333333","0","1","0","1","1","100.00","3","0.00","0.15","6","4","2","1","1","1","0","0","0","0","0","0","0","1","3","0","0","0","0","-"
"852","Jordan Gross","ARI","D","2","32.35","0","1","0","1","1","25.00","3","0.00","0.03","5","3","1","0","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","-"
"860","David Gustafsson","WPG","C","22","135.13333333333","1","0","0","0","1","50.00","4","25.00","0.32","10","7","4","4","2","0","0","0","0","0","0","3","1","0","5","10","6","34","29","53.97"
"877","Lean Bergmann","S.J","C","12","99.216666666667","0","1","1","0","1","100.00","11","0.00","0.59","17","16","10","2","0","0","4","2","2","0","0","4","0","3","29","3","5","0","2","0.00"
"878","Joel Kiviranta","DAL","L","11","117.1","1","0","0","0","1","100.00","13","7.69","1.33","25","18","16","8","1","1","4","2","2","0","0","0","3","5","17","9","3","0","0","-"
"18","Jonathan Ericsson","DET","D","18","256.43333333333","0","0","0","0","0","0.00","16","0.00","0.45","31","21","5","0","0","2","4","2","2","0","0","2","20","1","24","11","14","0","0","-"
"99","Mark Letestu","WPG","C","7","74.183333333333","0","0","0","0","0","0.00","5","0.00","0.51","8","8","4","2","1","0","0","0","0","0","0","0","1","0","3","6","5","25","21","54.35"
"101","Karl Alzner","MTL","D","4","55.666666666667","0","0","0","0","0","0.00","4","0.00","0.04","6","4","0","0","0","1","0","0","0","0","0","0","1","0","1","11","4","0","0","-"
"104","Paul Carey","BOS","C","1","6.3666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","-"
"179","Dalton Prout","S.J","D","2","25.616666666667","0","0","0","0","0","0.00","2","0.00","0.02","4","3","1","0","0","1","7","2","1","1","0","1","0","2","3","3","3","0","0","-"
"217","Jordan Szwarz","OTT","R","3","14.766666666667","0","0","0","0","0","-","2","0.00","0.34","2","2","1","1","0","0","2","1","1","0","0","0","0","0","6","1","1","4","5","44.44"
"223","Kevin Connauton","COL","D","4","62","0","0","0","0","0","-","4","0.00","0.38","12","9","1","1","0","0","0","0","0","0","0","1","0","0","6","7","6","0","0","-"
"224","Gabriel Dumont","MIN","C","3","34.516666666667","0","0","0","0","0","-","3","0.00","0.44","5","5","4","4","0","0","0","0","0","0","0","1","0","1","9","3","2","6","9","40.00"
"251","Dalton Smith","BUF","L","1","1.4333333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","2","1","1","0","0","1","0","0","0","2","0","0","0","-"
"272","Dylan McIlrath","DET","D","16","237.11666666667","0","0","0","0","0","0.00","14","0.00","0.47","33","21","9","3","0","1","23","10","9","1","0","1","8","4","48","21","12","0","0","-"
"278","Michael Chaput","ARI","C","2","20.016666666667","0","0","0","0","0","-","2","0.00","0.11","2","2","2","0","0","1","2","1","1","0","0","1","1","0","3","2","2","7","6","53.85"
"288","Kevin Gravel","TOR","D","3","33.266666666667","0","0","0","0","0","-","2","0.00","0.02","3","2","0","0","0","0","0","0","0","0","0","0","1","0","2","7","3","0","0","-"
"290","Brandon Davidson","CGY, S.J","D","12","149.7","0","0","0","0","0","0.00","17","0.00","0.77","35","23","7","1","0","3","0","0","0","0","0","0","9","3","24","15","20","0","0","-"
"291","Zach Trotman","PIT","D","8","117.71666666667","0","0","0","0","0","0.00","11","0.00","0.37","29","17","5","1","1","0","4","2","2","0","0","0","6","0","21","23","10","0","0","-"
"295","Michael Sgarbossa","WSH","C","2","16.216666666667","0","0","0","0","0","-","1","0.00","0.14","4","3","2","1","0","0","0","0","0","0","0","0","1","2","3","0","0","3","3","50.00"
"299","Brian Gibbons","CAR","C","15","146.4","0","0","0","0","0","0.00","9","0.00","0.66","16","13","7","2","0","0","4","2","2","0","0","1","7","8","7","15","9","0","0","-"
"320","Steven Fogarty","NYR","C","7","41.233333333333","0","0","0","0","0","-","2","0.00","0.16","4","3","1","1","0","0","0","0","0","0","0","0","2","2","4","3","4","6","3","66.67"
"393","Derrick Pouliot","STL","D","2","16.666666666667","0","0","0","0","0","-","1","0.00","0.01","3","1","0","0","0","1","2","1","1","0","0","0","1","0","2","3","1","0","0","-"
"412","Boo Nieves","NYR","C","4","30.116666666667","0","0","0","0","0","0.00","2","0.00","0.23","7","4","2","0","1","0","4","2","2","0","0","0","0","1","3","3","2","14","5","73.68"
"423","Trevor Carrick","S.J","D","3","17.366666666667","0","0","0","0","0","-","1","0.00","0.1","3","2","1","0","0","0","5","1","0","1","0","1","2","0","1","3","0","0","0","-"
"428","Thomas Di Pauli","PIT","C","2","11.966666666667","0","0","0","0","0","-","2","0.00","0.07","3","3","0","0","0","1","10","1","0","0","1","1","0","0","4","4","1","0","0","-"
"433","Jake Bischoff","VGK","D","4","62.4","0","0","0","0","0","0.00","6","0.00","0.11","10","7","0","0","0","0","4","2","2","0","0","0","2","0","8","10","8","0","0","-"
"436","Riley Barber","MTL","R","9","74.316666666667","0","0","0","0","0","-","6","0.00","0.62","11","7","5","2","1","1","2","1","1","0","0","0","2","0","15","17","1","1","0","100.00"
"445","Ashton Sautner","VAN","D","1","2.8166666666667","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"446","Jayson Megna","COL","C","8","53.7","0","0","0","0","0","0.00","4","0.00","0.16","8","6","2","0","0","1","2","1","1","0","0","0","1","0","10","2","5","0","1","0.00"
"455","Anton Blidh","BOS","L","7","80.616666666667","0","0","0","0","0","0.00","9","0.00","0.42","13","13","3","3","1","0","0","0","0","0","0","0","1","2","20","8","5","0","1","0.00"
"457","John Gilmour","BUF","D","4","68.166666666667","0","0","0","0","0","-","5","0.00","0.36","10","7","4","2","1","0","0","0","0","0","0","0","3","0","3","4","3","0","0","-"
"459","Tyler Lewington","WSH","D","6","60.95","0","0","0","0","0","0.00","2","0.00","0.02","6","2","2","0","0","0","17","3","1","1","1","2","3","1","13","6","7","0","0","-"
"465","Luke Johnson","MIN","C","3","34.75","0","0","0","0","0","-","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","5","0","16","16","50.00"
"483","Marko Dano","CBJ","L","3","21.516666666667","0","0","0","0","0","-","2","0.00","0.17","3","3","1","0","0","0","2","1","1","0","0","0","1","1","5","2","3","0","0","-"
"491","Steven Santini","NSH","D","2","19.1","0","0","0","0","0","0.00","1","0.00","0.01","2","2","0","0","0","0","2","1","1","0","0","1","0","0","3","1","0","0","0","-"
"493","Gustav Olofsson","MTL","D","3","24.316666666667","0","0","0","0","0","-","2","0.00","0.07","6","4","2","0","0","0","2","1","1","0","0","0","1","0","1","3","6","0","0","-"
"495","Justin Bailey","VAN","R","2","10.65","0","0","0","0","0","-","1","0.00","0.03","1","1","1","0","0","0","0","0","0","0","0","1","1","0","4","1","0","0","0","-"
"512","Samuel Morin","PHI","D","1","12.533333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","4","0","0","0","-"
"522","Jean-Sebastien Dea","BUF","C","3","22.9","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","1","1","50.00"
"562","Nikolay Goldobin","VAN","R","1","8.6166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"564","John Quenneville","CHI","C","9","99.433333333333","0","0","0","0","0","0.00","14","0.00","1.19","19","17","16","5","0","1","0","0","0","0","0","1","5","2","21","17","3","3","1","75.00"
"570","Josh Jacobs","N.J","D","2","33.183333333333","0","0","0","0","0","0.00","3","0.00","0.12","4","4","2","0","0","1","2","1","1","0","0","0","0","1","3","6","4","0","0","-"
"580","Jake Walman","STL","D","1","11.066666666667","0","0","0","0","0","0.00","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","-"
"583","William Lagesson","EDM","D","8","94.916666666667","0","0","0","0","0","0.00","8","0.00","0.26","19","12","5","0","0","0","0","0","0","0","0","1","7","0","4","9","12","0","0","-"
"585","Chase De Leo","ANA","C","1","14.983333333333","0","0","0","0","0","-","1","0.00","0.06","2","2","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0.00"
"588","Austin Poganski","STL","R","1","5.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"593","CJ Suess","WPG","L","1","6.4333333333333","0","0","0","0","0","-","0","-","0.04","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","3","25.00"
"622","Anthony Richard","NSH","C","1","4.1666666666667","0","0","0","0","0","-","2","0.00","0.09","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"631","Evgeny Svechnikov","DET","L","4","33.3","0","0","0","0","0","-","7","0.00","0.81","10","8","8","5","0","1","2","1","1","0","0","1","3","0","5","4","1","0","0","-"
"633","Keegan Kolesar","VGK","R","1","12.1","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","0","100.00"
"665","Gabriel Carlsson","CBJ","D","6","65.266666666667","0","0","0","0","0","0.00","3","0.00","0.07","7","4","3","0","0","0","2","1","1","0","0","0","3","0","5","4","0","0","0","-"
"679","Colton White","N.J","D","6","83.916666666667","0","0","0","0","0","0.00","2","0.00","0.05","4","4","0","0","0","0","4","2","2","0","0","1","6","2","3","13","4","0","0","-"
"682","Christian Wolanin","OTT","D","3","53.05","0","0","0","0","0","0.00","4","0.00","0.17","7","6","1","0","0","0","0","0","0","0","0","1","2","0","0","3","4","0","0","-"
"683","Alexandre Carrier","NSH","D","3","32.333333333333","0","0","0","0","0","0.00","4","0.00","0.07","4","4","1","1","0","0","2","1","1","0","0","0","0","0","3","7","0","0","0","-"
"692","Brett Seney","N.J","L","2","19.866666666667","0","0","0","0","0","-","1","0.00","0.14","2","1","1","1","0","0","0","0","0","0","0","0","3","1","2","3","0","0","2","0.00"
"694","Cameron Hughes","BOS","C","1","9.8833333333333","0","0","0","0","0","-","0","-","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","-"
"699","Kole Sherwood","CBJ","R","3","19.916666666667","0","0","0","0","0","-","6","0.00","0.36","6","6","5","3","1","0","2","1","1","0","0","2","0","2","10","2","1","0","1","0.00"
"709","Maxime Lajoie","OTT","D","6","46.9","0","0","0","0","0","0.00","3","0.00","0.05","5","3","0","0","0","0","0","0","0","0","0","1","0","0","2","6","3","0","0","-"
"723","Kale Clague","L.A","D","4","58.233333333333","0","0","0","0","0","0.00","2","0.00","0.06","6","4","0","0","0","0","2","1","1","0","0","0","1","0","1","3","4","0","0","-"
"728","Beck Malenstyn","WSH","L","3","27.816666666667","0","0","0","0","0","-","4","0.00","0.3","6","6","3","3","0","1","0","0","0","0","0","0","0","1","5","4","1","0","0","-"
"730","Trent Frederic","BOS","C","2","12.85","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","8","2","0","0","0","-"
"747","Henrik Borgstrom","FLA","C","4","49.533333333333","0","0","0","0","0","-","3","0.00","0.18","4","4","2","1","0","0","2","1","1","0","0","1","1","3","1","1","0","13","14","48.15"
"752","Tage Thompson","BUF","C","1","6.9833333333333","0","0","0","0","0","-","0","-","0.08","2","1","1","1","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","-"
"754","German Rubtsov","PHI","C","4","27.216666666667","0","0","0","0","0","-","1","0.00","0.09","1","1","1","0","0","0","0","0","0","0","0","0","1","1","4","2","4","6","8","42.86"
"762","Janne Kuokkanen","N.J","L","1","12.066666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","-"
"764","Otto Koivula","NYI","L","12","94.933333333333","0","0","0","0","0","0.00","4","0.00","0.2","5","4","4","1","0","0","2","1","1","0","0","1","3","2","12","10","4","24","41","36.92"
"765","Brandon Hagel","CHI","L","1","11.8","0","0","0","0","0","0.00","4","0.00","0.24","5","4","5","2","1","0","0","0","0","0","0","1","0","1","1","2","1","0","0","-"
"766","Calvin Thurkauf","CBJ","C","3","24.766666666667","0","0","0","0","0","-","1","0.00","0.06","3","3","1","0","1","0","0","0","0","0","0","0","0","0","5","2","0","2","0","100.00"
"767","Joachim Blichfeld","S.J","R","3","38.316666666667","0","0","0","0","0","-","3","0.00","0.21","6","5","3","1","0","0","2","1","1","0","0","0","0","2","3","8","4","0","0","-"
"769","Rhett Gardner","DAL","C","8","81.083333333333","0","0","0","0","0","0.00","8","0.00","0.29","11","9","3","1","0","0","2","1","1","0","0","1","3","1","8","9","2","25","28","47.17"
"773","Brennan Menell","MIN","D","5","69.95","0","0","0","0","0","0.00","4","0.00","0.11","10","5","2","0","1","0","2","1","1","0","0","1","0","2","2","7","4","0","0","-"
"780","Conor Timmins","COL","D","2","20.816666666667","0","0","0","0","0","0.00","1","0.00","0.08","4","3","1","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","-"
"784","Jaret Anderson-Dolan","L.A","C","4","41.033333333333","0","0","0","0","0","-","2","0.00","0.06","3","2","1","0","0","0","0","0","0","0","0","0","2","0","3","1","0","5","8","38.46"
"788","Urho Vaakanainen","BOS","D","5","84.266666666667","0","0","0","0","0","0.00","2","0.00","0.13","9","4","4","1","0","1","0","0","0","0","0","0","3","1","8","10","3","0","0","-"
"804","Josh Norris","OTT","C","3","53.75","0","0","0","0","0","0.00","9","0.00","0.46","14","9","10","2","0","1","0","0","0","0","0","0","0","1","3","6","2","30","19","61.22"
"824","Max Veronneau","OTT","R","4","33.666666666667","0","0","0","0","0","-","3","0.00","0.14","6","4","4","1","0","0","0","0","0","0","0","0","1","0","2","2","2","0","0","-"
"825","Sheldon Dries","COL","C","5","34.316666666667","0","0","0","0","0","-","2","0.00","0.14","6","3","4","1","0","0","0","0","0","0","0","0","1","0","16","4","2","4","2","66.67"
"833","Lukas Radil","S.J","C","14","130.15","0","0","0","0","0","0.00","12","0.00","0.67","19","14","8","3","1","0","8","4","4","0","0","1","4","4","16","17","2","1","3","25.00"
"834","Oliver Wahlstrom","NYI","R","9","92.6","0","0","0","0","0","0.00","9","0.00","0.85","16","13","9","4","0","0","4","2","2","0","0","0","5","1","10","5","4","0","3","0.00"
"840","Nicolas Beaudin","CHI","D","1","17.016666666667","0","0","0","0","0","0.00","2","0.00","0.13","5","3","2","0","1","0","0","0","0","0","0","0","1","0","2","2","2","0","0","-"
"853","Lawrence Pilut","BUF","D","13","211.13333333333","0","0","0","0","0","0.00","6","0.00","0.28","17","12","4","1","0","0","4","2","2","0","0","3","4","2","10","14","19","0","0","-"
"861","Otto Leskinen","MTL","D","5","51.466666666667","0","0","0","0","0","0.00","2","0.00","0.03","6","3","0","0","0","0","0","0","0","0","0","0","5","1","13","9","1","0","0","-"
"866","Danil Yurtaykin","S.J","L","4","52","0","0","0","0","0","0.00","2","0.00","0.51","8","5","4","3","0","0","0","0","0","0","0","2","0","2","3","4","2","0","0","-"
"872","Tobias Bjornfot","L.A","D","3","38.916666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","-"
"874","Alexander Yelesin","CGY","D","4","49.966666666667","0","0","0","0","0","0.00","2","0.00","0.05","7","5","0","0","0","0","0","0","0","0","0","0","2","0","13","10","0","0","0","-"
"875","Anton Wedin","CHI","L","4","36.283333333333","0","0","0","0","0","0.00","2","0.00","0.16","3","3","2","0","0","0","4","2","2","0","0","0","0","1","5","2","1","0","0","-"
"879","Andrei Chibisov","WPG","R","2","14.9","0","0","0","0","0","-","1","0.00","0.11","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","-"
"880","Joona Luoto","WPG","L","16","105.43333333333","0","0","0","0","0","-","9","0.00","0.54","17","14","6","1","1","0","2","1","1","0","0","0","5","3","10","17","8","0","0","-"
"882","Nikolai Knyzhov","S.J","D","3","32.45","0","0","0","0","0","-","0","-","0.01","3","1","0","0","0","1","2","1","1","0","0","0","2","1","4","3","4","0","0","-"
